plan_name,tot_nonmiss,obs_purchase,pred_purchase,region,year
KA_G,1143,8,25.096065778150827,4,2017
KA_G_COIN,1143,10,21.708915423942386,4,2017
KA_P,1143,11,35.622367190108974,4,2017
KA_SIL,1143,160,4.173660051090485,4,2017
Small_BR,1143,89,0.036443055148310664,4,2017
Small_G,1143,0,0.6090748615749483,4,2017
Small_P,1143,2,0.8550034892306686,4,2017
Small_SIL,1143,167,0.20524189953740693,4,2017
Uninsured,1143,286,4.266793072482897,4,2017
BS_BR,1159,36,0.15833918822292878,4,2018
BS_BR_HSA,1159,15,0.07664419647374807,4,2018
BS_G,1159,10,59.62374391547761,4,2018
BS_G3,1159,1,32.97440536855681,4,2018
BS_P,1159,10,532.5936790843464,4,2018
BS_P3,1159,0,287.94813494355157,4,2018
BS_SIL,1159,129,8.653973826816292,4,2018
BS_SIL3,1159,16,4.339781060625191,4,2018
HN_BR,1159,3,0.0030393184083118865,4,2018
HN_G,1159,0,2.7015110871485493,4,2018
HN_P,1159,1,11.434067016894527,4,2018
HN_SIL,1159,1,0.6257983005972544,4,2018
KA_BR,1159,131,0.6088207065620455,4,2018
KA_BR_HSA,1159,22,0.3058630389616402,4,2018
KA_G,1159,33,59.11065803381194,4,2018
KA_G_COIN,1159,54,50.22645830014187,4,2018
KA_P,1159,17,81.9789010121426,4,2018
KA_SIL,1159,132,14.892402610488908,4,2018
Small_BR,1159,119,0.04686528208058647,4,2018
Small_G,1159,4,1.5501959617007506,4,2018
Small_P,1159,1,2.193886871783069,4,2018
Small_SIL,1159,167,0.7874916596230227,4,2018
Uninsured,1159,257,6.165339215584359,4,2018
BS_BR,1035,23,0.11028774812042903,4,2019
BS_BR_HSA,1035,12,0.05398818289971744,4,2019
BS_G,1035,14,49.492750720076984,4,2019
BS_G3,1035,2,21.606241071848892,4,2019
BS_P,1035,13,559.2536332445197,4,2019
BS_P3,1035,1,203.78257936225546,4,2019
BS_SIL,1035,67,6.571882390869215,4,2019
BS_SIL3,1035,17,2.7244712699993894,4,2019
HN_BR,1035,0,0.0021362209963579812,4,2019
HN_G,1035,0,2.9358328843007615,4,2019
HN_P,1035,0,18.52519502811214,4,2019
HN_SIL,1035,0,0.5820673105443899,4,2019
KA_BR,1035,94,0.39959313919051137,4,2019
KA_BR_HSA,1035,28,0.1894585092301029,4,2019
KA_G,1035,18,47.45847983794814,4,2019
KA_G_COIN,1035,24,38.32261560507855,4,2019
KA_P,1035,18,66.92627150458414,4,2019
KA_SIL,1035,151,8.45714572823772,4,2019
Small_BR,1035,100,0.028465957585242976,4,2019
Small_G,1035,6,0.9708005067709178,4,2019
Small_P,1035,0,1.3996863859663466,4,2019
