region,year,scenario,tau,plan_id,premium_obs,premium_cf,premium_change,share_obs,share_cf,mc,commission_pmpm,markup_cf,cs_weighted,nleqslv_termcd,nleqslv_iter
1,2016,observed,NA,Small_G,521.46,652.5826353336365,131.12263533363648,0.00223223015214701,2.1401541630576071e-4,652.3252882053177,0,0.25734712831877005,-5.814422409359653,3,85
1,2016,observed,NA,Small_P,659.18,638.992659089679,-20.187340910320927,4.17443138148464e-4,2.4470896689083584e-4,639.1128946482313,0,-0.12023555855228096,-5.814422409359653,3,85
1,2016,observed,NA,Small_SIL,445.69,1211.9043747729409,766.2143747729408,0.01664808346426021,8.920435592757254e-5,1241.0342833417749,0,-29.129908568834026,-5.814422409359653,3,85
1,2016,uniform,NA,ANT_BR,271.2,136.08583934622723,-135.11416065377276,0.05170486177182733,0.09896791323792804,92.97955408062667,12.39339157894719,43.10628526560056,-5.997089398372211,4,100
1,2016,uniform,NA,ANT_BR_HSA,252.92,243.18739216536432,-9.732607834635672,0.02548987853801146,0.017616347055001272,258.0606935404658,12.39339157894719,-14.873301375101505,-5.997089398372211,4,100
1,2016,uniform,NA,ANT_G,456.74,807.8504894031097,351.1104894031097,0.01201122891746295,1.4955152487608638e-4,1109.633318370441,12.39339157894719,-301.7828289673313,-5.997089398372211,4,100
1,2016,uniform,NA,ANT_P,534.34,1650.378678621294,1116.038678621294,0.00434148994100032,2.4625446627773572e-5,1699.5353832926871,12.39339157894719,-49.15670467139307,-5.997089398372211,4,100
1,2016,uniform,NA,ANT_SIL,362.4,280.01522824753204,-82.38477175246794,0.137442945911203,0.14844292124767258,287.24519291994807,12.39339157894719,-7.229964672416031,-5.997089398372211,4,100
1,2016,uniform,NA,BS_BR,314.02,1129.571061340428,815.5510613404281,0.04665563262174622,2.951816783921751e-5,994.4546395676044,12.39339157894719,135.11642177282363,-5.997089398372211,4,100
1,2016,uniform,NA,BS_BR_HSA,316.79,1172.5025727092298,855.7125727092298,0.02023431796215215,1.2137777858658196e-5,996.9572985216238,12.39339157894719,175.54527418760597,-5.997089398372211,4,100
1,2016,uniform,NA,BS_G,464.03,1040.6387467876677,576.6087467876678,0.01552211749066994,7.322262715779211e-5,1391.5358261578024,12.39339157894719,-350.89707937013463,-5.997089398372211,4,100
1,2016,uniform,NA,BS_P,591.57,3756.368992672362,3164.7989926723617,0.0035355180802483,1.072933341140276e-5,1694.705337678098,12.39339157894719,2061.663654994264,-5.997089398372211,4,100
1,2016,uniform,NA,BS_SIL,366.62,252.0342585274882,-114.58574147251181,0.16375695505803753,0.3001489227527929,276.1221251471646,12.39339157894719,-24.08786661967639,-5.997089398372211,4,100
1,2016,uniform,NA,HN_BR,323.33,401.86255945278907,78.53255945278909,0.02919527457119323,0.004176582284944087,392.05467190506,12.39339157894719,9.80788754772908,-5.997089398372211,4,100
1,2016,uniform,NA,HN_G,530.41,669.6419644981358,139.23196449813588,0.00490622854642903,4.3171384335174545e-4,659.0559309453231,12.39339157894719,10.58603355281275,-5.997089398372211,4,100
1,2016,uniform,NA,HN_P,623.24,653.5069390032806,30.26693900328064,0.00179070934728727,5.055795865353441e-4,642.684045235116,12.39339157894719,10.822893768164704,-5.997089398372211,4,100
1,2016,uniform,NA,HN_SIL,422.29,1075.2393462140535,652.9493462140535,0.05679275927599894,2.2619937272644005e-4,1217.1185510783941,12.39339157894719,-141.87920486434064,-5.997089398372211,4,100
1,2016,uniform,NA,KA_BR,284.61,112.09302216136365,-172.51697783863636,0.04818137652917169,0.1334624580960407,56.548150397594355,12.39339157894719,55.544871763769294,-5.997089398372211,4,100
1,2016,uniform,NA,KA_BR_HSA,277.29,134.59133450363208,-142.69866549636794,0.02244299092390535,0.05408950786245018,86.05681509885281,12.39339157894719,48.534519404779275,-5.997089398372211,4,100
