region,year,plan_id,issuer,metal,share,posted_premium,realized_premium,markup,mc_foc,mc_structural,ra_factor_static,ra_transfer,predicted_claims,predicted_risk_score,lerner_index,commission_pmpm,admin_pmpm,base_premium,region_factor
7,2017,BS_G,Blue_Shield,Gold,0.002161566442976169,646.75,798.7036016441244,507.5601706985849,558.0666094845296,247.29034501820195,0.8640000000000001,279.2508784810775,526.5412234992795,1.9714443926347296,0.6354800074192437,17.182366749513896,43.85308592733761,465.90760629472845,1.3881507647910614
7,2017,BS_G3,Blue_Shield,Gold,0.004690632643686871,543.52,684.3560324715875,460.00557656846013,482.7752544313256,180.49736997578975,0.8640000000000001,241.49168064915352,421.9890506249433,1.9129099725074654,0.6721728964777676,15.564533020342635,43.85308592733761,422.5675538928863,1.2862322130339734
7,2017,BS_P,Blue_Shield,Platinum,5.855116783196392e-4,827.65,1020.5339011236472,1333.0987375295665,497.50070287815345,-356.4179223332568,1.035,1301.1129088156054,944.6949864823486,4.255111355193445,1.3062757994239813,21.32727186657562,43.85308592733761,587.3886921183047,1.4090329131383836
7,2017,BS_P3,Blue_Shield,Platinum,0.0015678997835285573,671.68,842.5860342427607,1356.7938825355957,331.7605896160157,-558.0609342201725,1.035,1243.1622965024114,685.1013622822389,4.159028427226535,1.6102734052018297,18.238634741779986,43.85308592733761,510.9518262603368,1.3145661987667894
7,2017,BS_SIL,Blue_Shield,Silver,0.010218129179915575,520.96,638.7404362777626,292.53348983189744,508.55959386183133,302.35386051852754,0.721,74.31794853299981,376.67180905152736,1.3426585938066067,0.4579849234794435,16.36089736332173,43.85308592733761,380.07396955921615,1.3706805562195534
7,2017,BS_SIL3,Blue_Shield,Silver,0.02620331196525557,448.13,602.8226633427721,188.59065141374393,485.83348469639543,370.37892600169056,0.721,47.10197757788304,417.4809035795736,1.3919693713433265,0.3128459875213899,13.419727103381094,43.85308592733761,350.9439593134934,1.2769275210680906
7,2017,HN_BR,Health_Net,Bronze,0.023724522488381642,361.88,475.286599387573,-71.59588825828135,351.9708634584288,497.07786848574074,0.6,-205.65212829360868,291.4257401921321,0.5730072956920492,-0.15063729621355976,25.927058766182466,49.80461916011361,331.6880703090459,1.0910250696168335
7,2017,HN_G,Health_Net,Gold,0.0020060185225367743,598.52,679.5248014526464,-279.8867313137183,536.7146385154656,909.6069136062512,0.8640000000000001,86.31880343856831,995.9257170448195,1.4295569792350018,-0.4118859690115705,36.58158845200096,49.80461916011361,626.1361903166269,0.9558942754887529
7,2017,HN_P,Health_Net,Platinum,9.2126411852975e-4,707.15,812.9152036673242,-456.0175751246402,602.6227503425172,1219.1281596318508,1.035,643.7298462149066,1862.8580058467574,2.7657842514390625,-0.5609657355003289,44.076526701870165,49.80461916011361,739.2839179801564,0.9565337251377637
7,2017,HN_SIL,Health_Net,Silver,0.012414009727501653,480.21,561.2940870469616,-326.0316718832245,441.3148311410987,837.5211397700725,0.721,10.27393919101143,847.795078961084,1.1372774377524593,-0.5808571289224119,35.26922264756835,49.80461916011361,501.9040055984732,0.9567765840549426
7,2017,KA_BR,Kaiser,Bronze,0.06493514931176354,298.91,398.3755272567624,-12.909522539366712,265.1342684118394,392.7731932954579,0.6,-194.0937890689882,198.67940422646967,0.6168721989742325,-0.03240541061410688,6.25,18.51185650067122,274.2689470001971,1.089842664542644
7,2017,KA_BR_HSA,Kaiser,Bronze,0.06298474764190497,301.38,401.90508335998464,-11.602251160171868,270.69659208007306,394.9954780194853,0.6,-193.88174231797635,201.11373570150897,0.6180303446748848,-0.028868137380038513,6.25,18.51185650067122,276.6466674670138,1.0894040501533795
7,2017,KA_G,Kaiser,Gold,0.017137214262449366,477.71,615.6277758198808,93.37969265274802,490.9070296088861,503.7362266664615,0.8640000000000001,6.653712660887732,510.3899393273492,1.4174736377356734,0.15168206556045463,6.25,18.51185650067122,438.0532184867983,1.0905295974087148
7,2017,KA_G_COIN,Kaiser,Gold,0.026508235818139526,456.46,601.01382106479,41.27085696811958,479.7410858447315,541.2311075959992,0.8640000000000001,-2.0934113886674934,539.1376962073317,1.4282699869455793,0.06866873193531856,6.25,18.51185650067122,419.65320279715115,1.0877076523127127
7,2017,KA_P,Kaiser,Platinum,0.016848205785941383,527.25,664.0262449188826,130.1963224033343,553.8677058030934,515.3180660148771,1.035,-18.81514887734408,496.5029171375331,1.5022750305151737,0.1960710489978285,6.25,18.51185650067122,480.96380503689284,1.0962363372843758
7,2017,KA_SIL,Kaiser,Silver,0.07053426555648279,412.17,577.5861367942208,104.86266716737651,471.19472097385153,454.21161312617306,0.721,12.325498461373256,466.5371115875463,1.3634952688623505,0.18155329653408286,6.25,18.51185650067122,382.7524736829373,1.0768578346052218
7,2017,VAL_BR,Valley,Bronze,0.02098538912345755,277.85,366.9770038205731,-47.37212195647879,136.749528028998,334.3419382792315,0.6,-211.56244568991966,122.77949258931181,0.5646992309546364,-0.1290874399847696,13.272704478030096,80.00718749782038,277.85,1
7,2017,VAL_G,Valley,Gold,0.012995594133130199,427.53,585.2382144088831,225.28454017046386,435.5040132375864,279.94648674059886,0.8640000000000001,45.34720051539436,325.29368725599323,1.5916679670064093,0.3849450268691209,13.272704478030096,80.00718749782038,427.53,1
7,2017,VAL_P,Valley,Platinum,0.01162140579810766,480.64,631.0196561110962,883.3942416481757,484.37643267382214,-332.3817730348999,1.035,1088.748407115513,756.366634080613,3.9047442976778277,1.3999472648640392,13.272704478030096,80.00718749782038,480.63999999999993,1.0000000000000002
7,2017,VAL_SIL,Valley,Silver,0.05678781776337238,367.58,540.2857088249765,103.42622475303119,358.41034846558915,356.8522965741249,0.721,-126.86106333925322,229.9912332348717,1.10083386937341,0.19142876271512804,13.272704478029384,80.00718749782038,367.58,1
7,2018,ANT_BR,Anthem,Bronze,0.0787550822673714,331.56,439.43741194028166,19.273584223575597,226.71453249527792,374.95037008402267,0.6,-153.66582617224338,221.2845439117793,0.643023694030178,0.04385967989952304,9,45.2134576326834,337.13224293572625,0.9834716404245304
7,2018,ANT_BR_HSA,Anthem,Bronze,0.062184321083296405,354.18,472.3461449535894,29.903790510000135,252.02866133724723,397.22889681090584,0.6,-151.76748411512713,245.4614126957787,0.6542119875731957,0.06330906016590512,9,45.2134576326834,360.3490746874038,0.9828802815915225
7,2018,ANT_G,Anthem,Gold,0.0032721410917947312,644.98,848.8992539647221,576.5031850870325,641.3085614474057,227.18261124500623,0.8640000000000001,215.43767994999223,442.62029119499846,1.8634443735907293,0.6791184965642465,9,45.2134576326834,656.5795883929592,0.9823333094753216
7,2018,ANT_P,Anthem,Platinum,9.624150307081641e-4,811.72,1143.2401032627308,1337.9597669330744,877.1320999901438,-239.93312130302706,1.035,1391.8381376524371,1151.90501634941,4.679929265358213,1.1703226322402676,9,45.2134576326834,829.4251151125872,0.9786537509053077
7,2018,ANT_SIL,Anthem,Silver,0.022216792305508076,534.49,710.2430884147037,402.96587953906345,605.1634265115729,262.06375124295687,0.721,46.14912692572883,308.2128781686857,1.3161293380469608,0.5673633240676829,9,45.2134576326834,538.1229158662142,0.9932489106873171
7,2018,BS_BR,Blue_Shield,Bronze,0.015292736488315993,475.59,639.2313539476403,208.70853387164794,552.3743811881716,386.1382783619299,0.6,-129.29993985168667,256.8383385102432,0.7187523892296348,0.3264992128166844,8.121794286546564,44.38454171406244,354.4168638038877,1.3418943864453414
7,2018,BS_BR_HSA,Blue_Shield,Bronze,0.017447231714621998,467.92,633.1511877626633,147.2087148358341,541.7633961426294,441.5579312127668,0.6,-132.034957181265,309.52297403150175,0.7188997550801324,0.23250167997949847,7.844619558222236,44.38454171406244,349.33789119874734,1.3394481726397902
